PONOT2016121358140AHVENSALMI                    AHVENSALMI                                            198601011FI131Etelä-Savo                    Södra Savolax                 740Savonlinna          Nyslott             1
PONOT2016121365201VAASA                         VASA                                                  199701302FI195Pohjanmaa                     Österbotten                   905Vaasa               Vasa                2
PONOT2016121366260SVARVAR                       SVARVAR                                               198610011FI195Pohjanmaa                     Österbotten                   475Maalahti            Malax               2
PONOT2016121385200ALAVIESKA                     ALAVIESKA                                             198811011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             009Alavieska           Alavieska           1
PONOT2016121389601SUOMUSSALMI                   SUOMUSSALMI                                           199510112FI134Kainuu                        Kajanaland                    777Suomussalmi         Suomussalmi         1
PONOT2016121395315TÖRMÄ                         TÖRMÄ                                                 199009011FI1A3Lappi                         Lappland                      241Keminmaa            Keminmaa            1
PONOT2016121315550NASTOLA                       NASTOLA                                               198811011FI185Päijät-Häme                   Päijänne-Tavastland           398Lahti               Lahtis              1
PONOT2016121323101MYNÄMÄKI                      MYNÄMÄKI                                              200512162FI183Varsinais-Suomi               Egentliga Finland             503Mynämäki            Mynämäki            1
PONOT2016121333801TAMPERE                       TAMPERE                                               200801312FI192Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2016121362295KAUHAJÄRVI                    KAUHAJÄRVI                                            198601011FI194Etelä-Pohjanmaa               Södra Österbotten             408Lapua               Lappo               1
PONOT2016121365470RIMAL                         RIMAL                                                 198610011FI195Pohjanmaa                     Österbotten                   499Mustasaari          Korsholm            2
PONOT2016121381390REVONKYLÄ                     REVONKYLÄ                                             199612311FI133Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2016121385660Nivala                        Nivala                                                201603011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             535Nivala              Nivala              1
PONOT2016121393170PUDASJÄRVI                    PUDASJÄRVI                                            200609011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             615Pudasjärvi          Pudasjärvi          1
PONOT2016121393590VANHALA                       VANHALA                                               198601011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             832Taivalkoski         Taivalkoski         1
PONOT2016121322140MARIEHAMN                     MARIEHAMN                                             200210081FI200Ahvenanmaa                    Åland                         170Jomala              Jomala              4
PONOT2016121307190HALKIA                        HALKIA                                                198601011FI181Uusimaa                       Nyland                        611Pornainen           Borgnäs             1
PONOT2016121315871HOLLOLA                       HOLLOLA                                               199001012FI185Päijät-Häme                   Päijänne-Tavastland           098Hollola             Hollola             1
PONOT2016121320500TURKU                         ÅBO                           TKU                     198811011FI183Varsinais-Suomi               Egentliga Finland             853Turku               Åbo                 2
PONOT2016121320751TURKU                         ÅBO                                                   199511012FI183Varsinais-Suomi               Egentliga Finland             853Turku               Åbo                 2
PONOT2016121323800LAITILA                       LAITILA                                               200512161FI183Varsinais-Suomi               Egentliga Finland             400Laitila             Laitila             1
PONOT2016121328260HARJUNPÄÄ                     HARJUNPÄÄ                                             198601011FI191Satakunta                     Satakunda                     886Ulvila              Ulvsby              1
PONOT2016121328760PORI                          PORI                          PR                      198811011FI191Satakunta                     Satakunda                     609Pori                Björneborg          1
PONOT2016121332801KOKEMÄKI                      KOKEMÄKI                                              199702102FI191Satakunta                     Satakunda                     271Kokemäki            Kumo                1
PONOT2016121345101KOUVOLA                       KOUVOLA                                               199701222FI186Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2016121349840MÄNTLAHTI                     MÄNTLAHTI                                             198601011FI186Kymenlaakso                   Kymmenedalen                  075Hamina              Fredrikshamn        1
PONOT2016121361380POLVENKYLÄ                    POLVENKYLÄ                                            198601011FI194Etelä-Pohjanmaa               Södra Österbotten             301Kurikka             Kurikka             1
PONOT2016121366201KORSNÄS                       KORSNÄS                                               199711042FI195Pohjanmaa                     Österbotten                   280Korsnäs             Korsnäs             2
PONOT2016121369601KAUSTINEN                     KAUSTINEN                                             200512162FI1A1Keski-Pohjanmaa               Mellersta Österbotten         236Kaustinen           Kaustby             1
PONOT2016121373301NILSIÄ                        NILSIÄ                                                199701012FI132Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2016121333730TAMPERE                       TAMPERE                       TRE                     199403151FI192Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2016121349411POITSILA                      POITSILA                                              199601012FI186Kymenlaakso                   Kymmenedalen                  075Hamina              Fredrikshamn        1
PONOT2016121362280MUSTAMAA                      MUSTAMAA                                              198601011FI194Etelä-Pohjanmaa               Södra Österbotten             408Lapua               Lappo               1
PONOT2016121381330LUHTAPOHJA                    LUHTAPOHJA                                            198601011FI133Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2016121385620Nivala                        Nivala                                                201603011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             535Nivala              Nivala              1
PONOT2016121393440LOUKUSA                       LOUKUSA                                               198601011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             832Taivalkoski         Taivalkoski         1
PONOT2016121307150LAUKKOSKI                     LAUKKOSKI                                             198601011FI181Uusimaa                       Nyland                        611Pornainen           Borgnäs             1
PONOT2016121315860HOLLOLA                       HOLLOLA                                               198711011FI185Päijät-Häme                   Päijänne-Tavastland           098Hollola             Hollola             1
PONOT2016121320381TURKU                         ÅBO                                                   199511012FI183Varsinais-Suomi               Egentliga Finland             853Turku               Åbo                 2
PONOT2016121320740TURKU                         ÅBO                           TKU                     198811011FI183Varsinais-Suomi               Egentliga Finland             853Turku               Åbo                 2
PONOT2016121323600KALANTI                       KALANTI                                               199606031FI183Varsinais-Suomi               Egentliga Finland             895Uusikaupunki        Nystad              1
PONOT2016121328220PORI                          PORI                          PR                      200010301FI191Satakunta                     Satakunda                     609Pori                Björneborg          1
PONOT2016121340930KINKOMAA                      KINKOMAA                                              198811011FI193Keski-Suomi                   Mellersta Finland             500Muurame             Muurame             1
PONOT2016121344970KORPPINEN                     KORPPINEN                                             198601011FI193Keski-Suomi                   Mellersta Finland             601Pihtipudas          Pihtipudas          1
PONOT2016121349770SALO-MIEHIKKÄLÄ               SALO-MIEHIKKÄLÄ               SALOMIEHIKKL            198601011FI186Kymenlaakso                   Kymmenedalen                  489Miehikkälä          Miehikkälä          1
PONOT2016121354850KUUKANNIEMI                   KUUKANNIEMI                                           199706011FI187Etelä-Karjala                 Södra Karelen                 416Lemi                Lemi                1
PONOT2016121361350HUISSI                        HUISSI                                                200002011FI194Etelä-Pohjanmaa               Södra Österbotten             145Ilmajoki            Ilmajoki            1
PONOT2016121366141ÖVERMALAX                     ÖVERMALAX                                             199701302FI195Pohjanmaa                     Österbotten                   475Maalahti            Malax               2
PONOT2016121369550KANALA                        KANALA                                                198601011FI1A1Keski-Pohjanmaa               Mellersta Österbotten         074Halsua              Halsua              1
PONOT2016121373250KORPIJÄRVI                    KORPIJÄRVI                                            199602011FI132Pohjois-Savo                  Norra Savolax                 402Lapinlahti          Lapinlahti          1
PONOT2016121379660KERISALO                      KERISALO                                              198806281FI131Etelä-Savo                    Södra Savolax                 171Joroinen            Jorois              1
PONOT2016121386210PETÄJÄSKOSKI                  PETÄJÄSKOSKI                                          199005011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             563Oulainen            Oulainen            1
PONOT2016121390240OULU                          OULU                          OU                      198904011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             564Oulu                Uleåborg            1
PONOT2016121302550EVITSKOG                      EVITSKOG                                              198801011FI181Uusimaa                       Nyland                        257Kirkkonummi         Kyrkslätt           2
PONOT2016121307560PUKKILA                       PUKKILA                                               199801121FI181Uusimaa                       Nyland                        616Pukkila             Pukkila             1
PONOT2016121313700PAROLANNUMMI                  PAROLANNUMMI                                          198810011FI184Kanta-Häme                    Egentliga Tavastland          082Hattula             Hattula             1
PONOT2016121335220ERÄJÄRVI                      ERÄJÄRVI                                              199802201FI192Pirkanmaa                     Birkaland                     562Orivesi             Orivesi             1
PONOT2016121355510IMATRA                        IMATRA                                                199606011FI187Etelä-Karjala                 Södra Karelen                 153Imatra              Imatra              1
PONOT2016121356640PURNUJÄRVI                    PURNUJÄRVI                                            198601011FI187Etelä-Karjala                 Södra Karelen                 689Rautjärvi           Rautjärvi           1
PONOT2016121361630HIRVIJÄRVI                    HIRVIJÄRVI                                            198601011FI194Etelä-Pohjanmaa               Södra Österbotten             301Kurikka             Kurikka             1
PONOT2016121373770SÄYNEINEN                     SÄYNEINEN                                             199606171FI132Pohjois-Savo                  Norra Savolax                 174Juankoski           Juankoski           1
PONOT2016121396301ROVANIEMI                     ROVANIEMI                                             199509292FI1A3Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2016121399170PULJU                         PULJU                                                 198601011FI1A3Lappi                         Lappland                      261Kittilä             Kittilä             1
PONOT2016121303100NUMMELA                       NUMMELA                                               198811011FI181Uusimaa                       Nyland                        927Vihti               Vichtis             1
PONOT2016121332500ORIPÄÄ                        ORIPÄÄ                                                199611151FI183Varsinais-Suomi               Egentliga Finland             561Oripää              Oripää              1
PONOT2016121335700VILPPULA                      VILPPULA                                              198811011FI192Pirkanmaa                     Birkaland                     508Mänttä-Vilppula     Mänttä-Vilppula     1
PONOT2016121339430RÖYHIÖ                        RÖYHIÖ                                                198601011FI192Pirkanmaa                     Birkaland                     143Ikaalinen           Ikalis              1
PONOT2016121343490KANGASAHO                     KANGASAHO                                             198601011FI193Keski-Suomi                   Mellersta Finland             226Karstula            Karstula            1
PONOT2016121351440VUOJALAHTI                    VUOJALAHTI                                            198601011FI131Etelä-Savo                    Södra Savolax                 213Kangasniemi         Kangasniemi         1
PONOT2016121370421KUOPIO                        KUOPIO                                                199706012FI132Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2016121397220SINETTÄ                       SINETTÄ                                               199706111FI1A3Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2016121399420PELTOVUOMA                    PELTOVUOMA                                            198601011FI1A3Lappi                         Lappland                      047Enontekiö           Enontekis           1
PONOT2016121399655SATTASVAARA                   SATTASVAARA                                           198601011FI1A3Lappi                         Lappland                      758Sodankylä           Sodankylä           1
PONOT2016121300320HELSINKI                      HELSINGFORS                   HKI         HFORS       199701241FI181Uusimaa                       Nyland                        091Helsinki            Helsingfors         2
PONOT2016121300500HELSINKI                      HELSINGFORS                   HKI         HFORS       199601291FI181Uusimaa                       Nyland                        091Helsinki            Helsingfors         2
PONOT2016121300630HELSINKI                      HELSINGFORS                   HKI         HFORS       200008141FI181Uusimaa                       Nyland                        091Helsinki            Helsingfors         2
PONOT2016121318101HEINOLA                       HEINOLA                                               199001012FI185Päijät-Häme                   Päijänne-Tavastland           111Heinola             Heinola             1
PONOT2016121325950ROSALA                        ROSALA                                                199608011FI183Varsinais-Suomi               Egentliga Finland             322Kemiönsaari         Kimitoön            2
PONOT2016121330100FORSSA                        FORSSA                        FRS                     199701021FI184Kanta-Häme                    Egentliga Tavastland          061Forssa              Forssa              1
PONOT2016121336280PIKONLINNA                    PIKONLINNA                                            198711011FI192Pirkanmaa                     Birkaland                     211Kangasala           Kangasala           1
PONOT2016121340341JYVÄSKYLÄ                     JYVÄSKYLÄ                                             199511032FI193Keski-Suomi                   Mellersta Finland             179Jyväskylä           Jyväskylä           1
PONOT2016121344150ÄÄNEKOSKI                     ÄÄNEKOSKI                                             199609261FI193Keski-Suomi                   Mellersta Finland             992Äänekoski           Äänekoski           1
PONOT2016121348601KOTKA                         KOTKA                                                 200605012FI186Kymenlaakso                   Kymmenedalen                  285Kotka               Kotka               1
PONOT2016121363890HAUTAKYLÄ                     HAUTAKYLÄ                                             199811231FI194Etelä-Pohjanmaa               Södra Österbotten             759Soini               Soini               1
PONOT2016121368555BOSUND                        BOSUND                                                199609051FI195Pohjanmaa                     Österbotten                   440Luoto               Larsmo              2
PONOT2016121368870EDSEVÖ                        EDSEVÖ                                                199603111FI195Pohjanmaa                     Österbotten                   599Pedersöre           Pedersöre           1
PONOT2016121383330KAATAMO                       KAATAMO                                               199611111FI133Pohjois-Karjala               Norra Karelen                 426Liperi              Liperi              1
PONOT2016121388601SOTKAMO                       SOTKAMO                                               199510112FI134Kainuu                        Kajanaland                    765Sotkamo             Sotkamo             1
PONOT2016121391720OTERMA                        OTERMA                                                198601011FI134Kainuu                        Kajanaland                    785Vaala               Vaala               1
PONOT2016121395401TORNIO                        TORNIO                                                199511022FI1A3Lappi                         Lappland                      851Tornio              Torneå              1
PONOT2016121300018ILMARINEN                     ILMARINEN                                             199303013FI181Uusimaa                       Nyland                        091Helsinki            Helsingfors         2
PONOT2016121302280ESPOO                         ESBO                                                  198905011FI181Uusimaa                       Nyland                        049Espoo               Esbo                2
PONOT2016121321620KUUSISTO                      KUUSISTO                                              199602011FI183Varsinais-Suomi               Egentliga Finland             202Kaarina             St Karins           1
PONOT2016121326820RAUMA                         RAUMA                                                 199604011FI191Satakunta                     Satakunda                     684Rauma               Raumo               1
PONOT2016121331350LIESJÄRVI                     LIESJÄRVI                                             199610011FI184Kanta-Häme                    Egentliga Tavastland          834Tammela             Tammela             1
PONOT2016121334450JÄMINKIPOHJA                  JÄMINKIPOHJA                                          199808011FI192Pirkanmaa                     Birkaland                     702Ruovesi             Ruovesi             1
PONOT2016121358700SULKAVA                       SULKAVA                                               198811011FI131Etelä-Savo                    Södra Savolax                 768Sulkava             Sulkava             1
PONOT2016121388940KUUMU                         KUUMU                                                 198803181FI134Kainuu                        Kajanaland                    290Kuhmo               Kuhmo               1
PONOT2016121392140PATTIJOKI                     PATTIJOKI                                             198811011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             678Raahe               Brahestad           1
PONOT2016121395620AAVASAKSA                     AAVASAKSA                                             199906141FI1A3Lappi                         Lappland                      976Ylitornio           Övertorneå          1
PONOT2016121395800SIEPPIJÄRVI                   SIEPPIJÄRVI                                           199709241FI1A3Lappi                         Lappland                      273Kolari              Kolari              1
PONOT2016121398820VÄRRIÖ                        VÄRRIÖ                                                198601011FI1A3Lappi                         Lappland                      742Savukoski           Savukoski           1
PONOT2016121300053VERO                          SKATT                                                 200702023FI181Uusimaa                       Nyland                        091Helsinki            Helsingfors         2
PONOT2016121311100RIIHIMÄKI                     RIIHIMÄKI                     RMK                     198801011FI184Kanta-Häme                    Egentliga Tavastland          694Riihimäki           Riihimäki           1
PONOT2016121316201ARTJÄRVI                      ARTJÄRVI                                              199001012FI185Päijät-Häme                   Päijänne-Tavastland           560Orimattila          Orimattila          1
PONOT2016121321890HAVERI                        HAVERI                                                198902011FI183Varsinais-Suomi               Egentliga Finland             636Pöytyä              Pöytyä              1
PONOT2016121327401KIUKAINEN                     KIUKAINEN                                             199410012FI191Satakunta                     Satakunda                     050Eura                Eura                1
PONOT2016121331620LATOVAINIO                    LATOVAINIO                                            198803011FI184Kanta-Häme                    Egentliga Tavastland          169Jokioinen           Jockis              1
PONOT2016121345200KOUVOLA                       KOUVOLA                       KVL                     198811011FI186Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2016121353830LAPPEENRANTA                  LAPPEENRANTA                  LPR                     198601011FI187Etelä-Karjala                 Södra Karelen                 405Lappeenranta        Villmanstrand       1
PONOT2016121359410KIRJAVALA                     KIRJAVALA                                             199601291FI187Etelä-Karjala                 Södra Karelen                 580Parikkala           Parikkala           1
PONOT2016121362950PAALIJÄRVI                    PAALIJÄRVI                                            198601011FI194Etelä-Pohjanmaa               Södra Österbotten             005Alajärvi            Alajärvi            1
PONOT2016121372220ELIAKSELA                     ELIAKSELA                                             198909011FI132Pohjois-Savo                  Norra Savolax                 844Tervo               Tervo               1
PONOT2016121377380KANTALA                       KANTALA                                               198811011FI131Etelä-Savo                    Södra Savolax                 491Mikkeli             St Michel           1
PONOT2016121395590TORNIO                        TORNIO                                                201001261FI1A3Lappi                         Lappland                      851Tornio              Torneå              1
PONOT2016121300044LM INFO                       LM INFO                                               201105123FI181Uusimaa                       Nyland                        091Helsinki            Helsingfors         2
PONOT2016121301810LUHTAJOKI                     LUHTAJOKI                                             199005011FI181Uusimaa                       Nyland                        543Nurmijärvi          Nurmijärvi          1
PONOT2016121304480HAARAJOKI                     HAARAJOKI                                             198601011FI181Uusimaa                       Nyland                        186Järvenpää           Träskända           1
PONOT2016121310410ÅMINNEFORS                    ÅMINNEFORS                                            198609231FI181Uusimaa                       Nyland                        710Raasepori           Raseborg            2
PONOT2016121310901HANKO                         HANGÖ                                                 199702032FI181Uusimaa                       Nyland                        078Hanko               Hangö               2
PONOT2016121315950LAHTI                         LAHTI                         LH                      198811011FI185Päijät-Häme                   Päijänne-Tavastland           398Lahti               Lahtis              1
PONOT2016121321820KUMILA                        KUMILA                                                198902011FI183Varsinais-Suomi               Egentliga Finland             636Pöytyä              Pöytyä              1
PONOT2016121353501LAPPEENRANTA                  LAPPEENRANTA                                          199603082FI187Etelä-Karjala                 Södra Karelen                 405Lappeenranta        Villmanstrand       1
PONOT2016121362600LAPPAJÄRVI                    LAPPAJÄRVI                                            198811011FI194Etelä-Pohjanmaa               Södra Österbotten             403Lappajärvi          Lappajärvi          1
PONOT2016121362870VINNI                         VINNI                                                 198601011FI194Etelä-Pohjanmaa               Södra Österbotten             934Vimpeli             Vimpeli             1
PONOT2016121371720KÄÄRMELAHTI                   KÄÄRMELAHTI                                           198705011FI132Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2016121377140VANAJA                        VANAJA                                                199610011FI131Etelä-Savo                    Södra Savolax                 593Pieksämäki          Pieksämäki          1
PONOT2016121382120KESKIJÄRVI                    KESKIJÄRVI                                            199602011FI133Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2016121382380TOLOSENMÄKI                   TOLOSENMÄKI                                           200004101FI133Pohjois-Karjala               Norra Karelen                 260Kitee               Kitee               1
PONOT2016121305401JOKELA                        JOKELA                                                199608122FI181Uusimaa                       Nyland                        858Tuusula             Tusby               1
PONOT2016121312240HIKIÄ                         HIKIÄ                                                 198810011FI184Kanta-Häme                    Egentliga Tavastland          086Hausjärvi           Hausjärvi           1
PONOT2016121316540MERTIE                        MERTIE                                                198601011FI185Päijät-Häme                   Päijänne-Tavastland           316Kärkölä             Kärkölä             1
PONOT2016121321160MERIMASKU                     MERIMASKU                                             199911221FI183Varsinais-Suomi               Egentliga Finland             529Naantali            Nådendal            1
PONOT2016121333701TAMPERE                       TAMPERE                                               199508032FI192Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2016121338201SASTAMALA                     SASTAMALA                                             200901012FI192Pirkanmaa                     Birkaland                     790Sastamala           Sastamala           1
PONOT2016121341410KANKAINEN                     KANKAINEN                                             198601011FI193Keski-Suomi                   Mellersta Finland             850Toivakka            Toivakka            1
PONOT2016121345701KUUSANKOSKI                   KUUSANKOSKI                                           199701222FI186Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2016121372550SÄVIÄ                         SÄVIÄ                                                 198705011FI132Pohjois-Savo                  Norra Savolax                 595Pielavesi           Pielavesi           1
PONOT2016121386790VENETPALO                     VENETPALO                                             198601011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             317Kärsämäki           Kärsämäki           1
PONOT2016121301180KALKKIRANTA                   KALKSTRAND                                            199711011FI181Uusimaa                       Nyland                        753Sipoo               Sibbo               2
PONOT2016121332701HUITTINEN                     HUITTINEN                                             199507062FI191Satakunta                     Satakunda                     102Huittinen           Huittinen           1
PONOT2016121333960PIRKKALA                      PIRKKALA                                              198811011FI192Pirkanmaa                     Birkaland                     604Pirkkala            Birkala             1
PONOT2016121341750HAVUMÄKI                      HAVUMÄKI                                              198601011FI193Keski-Suomi                   Mellersta Finland             172Joutsa              Joutsa              1
PONOT2016121342140JUOKSLAHTI                    JUOKSLAHTI                                            198601011FI193Keski-Suomi                   Mellersta Finland             182Jämsä               Jämsä               1
PONOT2016121346570SAARAMAA                      SAARAMAA                                              198801011FI186Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2016121351670NYKÄLÄ                        NYKÄLÄ                                                198601011FI131Etelä-Savo                    Södra Savolax                 491Mikkeli             St Michel           1
PONOT2016121365930SÖDRA VALLGRUND               SÖDRA VALLGRUND                           SÖDRA VALLGR198610011FI195Pohjanmaa                     Österbotten                   499Mustasaari          Korsholm            2
PONOT2016121366400LAIHIA                        LAIHIA                                                198909011FI195Pohjanmaa                     Österbotten                   399Laihia              Laihela             1
PONOT2016121366600VÖYRI                         VÖRÅ                                                  198811011FI195Pohjanmaa                     Österbotten                   946Vöyri               Vörå                2
PONOT2016121370621KUOPIO                        KUOPIO                                                199401012FI132Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2016121397320MARRASJÄRVI                   MARRASJÄRVI                                           198811011FI1A3Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2016121333006VASTAUSLÄHETYS                SVARSFÖRSÄNDELSE                                      200701015FI181Uusimaa                       Nyland                        091Helsinki            Helsingfors         2
PONOT2016121301420VANTAA                        VANDA                                                 198601011FI181Uusimaa                       Nyland                        092Vantaa              Vanda               2
PONOT2016121301630VANTAA                        VANDA                                                 198910101FI181Uusimaa                       Nyland                        092Vantaa              Vanda               2
PONOT2016121324130SALO                          SALO                                                  198601011FI183Varsinais-Suomi               Egentliga Finland             734Salo                Salo                1
PONOT2016121328540PORI                          PORI                          PR                      198701011FI191Satakunta                     Satakunda                     609Pori                Björneborg          1
PONOT2016121333180TAMPERE                       TAMPERE                       TRE                     199005011FI192Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2016121361550ORISMALA                      ORISMALA                                              198909011FI195Pohjanmaa                     Österbotten                   152Isokyrö             Storkyro            1
PONOT2016121366900UUSIKAARLEPYY                 NYKARLEBY                     UPYY        NKBY        198811011FI195Pohjanmaa                     Österbotten                   893Uusikaarlepyy       Nykarleby           2
PONOT2016121371201TUUSNIEMI                     TUUSNIEMI                                             199701012FI132Pohjois-Savo                  Norra Savolax                 857Tuusniemi           Tuusniemi           1
PONOT2016121390470VARJAKKA                      VARJAKKA                                              198601011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             564Oulu                Uleåborg            1
PONOT2016121394600KEMI                          KEMI                          KM                      199701131FI1A3Lappi                         Lappland                      240Kemi                Kemi                1
PONOT2016121397615TENNIROVA                     TENNIROVA                                             198601011FI1A3Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2016121337630VALKEAKOSKI                   VALKEAKOSKI                   VLK                     198601011FI192Pirkanmaa                     Birkaland                     908Valkeakoski         Valkeakoski         1
PONOT2016121337960AKAA                          AKAA                                                  201212281FI192Pirkanmaa                     Birkaland                     020Akaa                Akaa                1
PONOT2016121341350LAUKAA AS                     LAUKAA AS                                             198601011FI193Keski-Suomi                   Mellersta Finland             410Laukaa              Laukaa              1
PONOT2016121345410UTTI                          UTTI                                                  199612011FI186Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2016121365301VAASA                         VASA                                                  199701302FI195Pohjanmaa                     Österbotten                   905Vaasa               Vasa                2
PONOT2016121377630LEMPYY                        LEMPYY                                                199601221FI132Pohjois-Savo                  Norra Savolax                 778Suonenjoki          Suonenjoki          1
PONOT2016121397950SÄIKKÄ                        SÄIKKÄ                                                198601011FI1A3Lappi                         Lappland                      614Posio               Posio               1
PONOT2016121398440KALLAANVAARA                  KALLAANVAARA                                          198701011FI1A3Lappi                         Lappland                      320Kemijärvi           Kemijärvi           1
PONOT2016121305831HYVINKÄÄ                      HYVINKÄÄ                                              199702032FI181Uusimaa                       Nyland                        106Hyvinkää            Hyvinge             1
PONOT2016121323310TAIVASSALO                    TAIVASSALO                                            199705151FI183Varsinais-Suomi               Egentliga Finland             833Taivassalo          Tövsala             1
PONOT2016121333881LEMPÄÄLÄ                      LEMPÄÄLÄ                                              199509062FI192Pirkanmaa                     Birkaland                     418Lempäälä            Lempäälä            1
PONOT2016121338490HAUKIJÄRVI                    HAUKIJÄRVI                                            198601011FI192Pirkanmaa                     Birkaland                     108Hämeenkyrö          Tavastkyro          1
PONOT2016121341630ORAVASAARI                    ORAVASAARI                                            199801011FI193Keski-Suomi                   Mellersta Finland             179Jyväskylä           Jyväskylä           1
PONOT2016121362375YLIHÄRMÄ                      YLIHÄRMÄ                                              199708181FI194Etelä-Pohjanmaa               Södra Österbotten             233Kauhava             Kauhava             1
PONOT2016121365730JUNGSUND                      JUNGSUND                                              198610011FI195Pohjanmaa                     Österbotten                   499Mustasaari          Korsholm            2
PONOT2016121366320NIEMENKYLÄ                    NIEMENKYLÄ                                            199609011FI194Etelä-Pohjanmaa               Södra Österbotten             301Kurikka             Kurikka             1
PONOT2016121366531KOIVULAHTI                    KVEVLAX                                               199701302FI195Pohjanmaa                     Österbotten                   499Mustasaari          Korsholm            2
PONOT2016121390140OULU                          OULU                          OU                      198811011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             564Oulu                Uleåborg            1
PONOT2016121393250SARAJÄRVI                     SARAJÄRVI                                             200003061FI1A2Pohjois-Pohjanmaa             Norra Österbotten             615Pudasjärvi          Pudasjärvi          1
PONOT2016121397240SONKA                         SONKA                                                 198601011FI1A3Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2016121301370VANTAA                        VANDA                                                 198601011FI181Uusimaa                       Nyland                        092Vantaa              Vanda               2
PONOT2016121328401ULVILA                        ULVILA                                                199702102FI191Satakunta                     Satakunda                     886Ulvila              Ulvsby              1
PONOT2016121361470KITINOJA                      KITINOJA                                              198601011FI194Etelä-Pohjanmaa               Södra Österbotten             743Seinäjoki           Seinäjoki           1
PONOT2016121390440KEMPELE                       KEMPELE                                               198811011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             244Kempele             Kempele             1
PONOT2016121394400KEMINMAA                      KEMINMAA                                              199702281FI1A3Lappi                         Lappland                      241Keminmaa            Keminmaa            1
PONOT2016121397530YLI-NAMPA                     YLI-NAMPA                                             198601011FI1A3Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2016121399885LEMMENJOKI                    LEMMENJOKI                                            198601011FI1A3Lappi                         Lappland                      148Inari               Enare               1
PONOT2016121307750ISNÄS                         ISNÄS                                                 198705011FI181Uusimaa                       Nyland                        434Loviisa             Lovisa              2
PONOT2016121314200TURENKI                       TURENKI                                               198810011FI184Kanta-Häme                    Egentliga Tavastland          165Janakkala           Janakkala           1
PONOT2016121382200HAMMASLAHTI                   HAMMASLAHTI                                           198811011FI133Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2016121386480KARHUKANGAS                   KARHUKANGAS                                           198909011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             071Haapavesi           Haapavesi           1
PONOT2016121392530MANKILA                       MANKILA                                               198601011FI1A2Pohjois-Pohjanmaa             Norra Österbotten             791Siikalatva          Siikalatva          1
PONOT2016121305510HYVINKÄÄ                      HYVINKÄÄ                      HVNK                    200004191FI181Uusimaa                       Nyland                        106Hyvinkää            Hyvinge             1
PONOT2016121306101PORVOO                        BORGÅ                         PRV         BGÅ         198601012FI181Uusimaa                       Nyland                        638Porvoo              Borgå               2
PONOT2016121312450VÄHIKKÄLÄ                     VÄHIKKÄLÄ                                             199812231FI184Kanta-Häme                    Egentliga Tavastland          165Janakkala           Janakkala           1
PONOT2016121316670LAPPILA                       LAPPILA                                               198811011FI185Päijät-Häme                   Päijänne-Tavastland           316Kärkölä             Kärkölä             1
PONOT2016121321210RAISIO                        RAISIO                                                198811011FI183Varsinais-Suomi               Egentliga Finland             680Raisio              Reso                1
PONOT2016121338280SASTAMALA                     SASTAMALA                                             200901011FI192Pirkanmaa                     Birkaland                     790Sastamala           Sastamala           1
