PONOT2017040743520KIMINKI                       KIMINKI                                               198601011FI193Keski-Suomi                   Mellersta Finland             226Karstula            Karstula            1
PONOT2017040748710KOTKA                         KOTKA                                                 200605011FI1C4Kymenlaakso                   Kymmenedalen                  285Kotka               Kotka               1
PONOT2017040770500KUOPIO                        KUOPIO                        KUO                     198601011FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2017040774670RAPAKKOJOKI                   RAPAKKOJOKI                                           198601011FI1D2Pohjois-Savo                  Norra Savolax                 263Kiuruvesi           Kiuruvesi           1
PONOT2017040780770KONTIOLAHTI AS                KONTIOLAHTI AS                KONTIOLH AS             198601011FI1D3Pohjois-Karjala               Norra Karelen                 276Kontiolahti         Kontiolahti         1
PONOT2017040783940NUNNANLAHTI                   NUNNANLAHTI                                           198809011FI1D3Pohjois-Karjala               Norra Karelen                 176Juuka               Juuka               1
PONOT2017040799450PALOJOENSUU                   PALOJOENSUU                                           198601011FI1D7Lappi                         Lappland                      047Enontekiö           Enontekis           1
PONOT2017040799670PETKULA                       PETKULA                                               199701311FI1D7Lappi                         Lappland                      758Sodankylä           Sodankylä           1
PONOT2017040700331HELSINKI                      HELSINGFORS                                           198811012FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2017040700511HELSINKI                      HELSINGFORS                                           198810012FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2017040700650HELSINKI                      HELSINGFORS                   HKI         HFORS       198810011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2017040702140ESPOO                         ESBO                                                  199602281FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            049Espoo               Esbo                2
PONOT2017040708501LOHJA                         LOJO                                                  200609292FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            444Lohja               Lojo                2
PONOT2017040730420FORSSA                        FORSSA                        FRS                     199811271FI1C2Kanta-Häme                    Egentliga Tavastland          061Forssa              Forssa              1
PONOT2017040736430SAHALAHTI                     SAHALAHTI                                             198811011FI197Pirkanmaa                     Birkaland                     211Kangasala           Kangasala           1
PONOT2017040740400JYVÄSKYLÄ                     JYVÄSKYLÄ                     JKL                     199702241FI193Keski-Suomi                   Mellersta Finland             179Jyväskylä           Jyväskylä           1
PONOT2017040744170HIETAMA                       HIETAMA                                               198601011FI193Keski-Suomi                   Mellersta Finland             992Äänekoski           Äänekoski           1
PONOT2017040763920INHA                          INHA                                                  198811011FI194Etelä-Pohjanmaa               Södra Österbotten             989Ähtäri              Etseri              1
PONOT2017040768920FORSBY                        FORSBY                                                198610011FI195Pohjanmaa                     Österbotten                   599Pedersöre           Pedersöre           1
PONOT2017040791750LIMINPURO                     LIMINPURO                                             198601011FI1D4Kainuu                        Kajanaland                    785Vaala               Vaala               1
PONOT2017040795410TORNIO                        TORNIO                                                200901011FI1D7Lappi                         Lappland                      851Tornio              Torneå              1
PONOT2017040795640JUOKSENKI                     JUOKSENKI                                             198601011FI1D7Lappi                         Lappland                      854Pello               Pello               1
PONOT2017040700022TILASTOKESKUS                 STATISTIKCENTRALEN            TILASTOK                199401013FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2017040700760HELSINKI                      HELSINGFORS                   HKI         HFORS       199512091FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2017040702320ESPOO                         ESBO                                                  198810011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            049Espoo               Esbo                2
PONOT2017040721660NAUVO                         NAGU                                                  198811011FI1C1Varsinais-Suomi               Egentliga Finland             445Parainen            Pargas              2
PONOT2017040726930VERMUNTILA                    VERMUNTILA                                            198601011FI196Satakunta                     Satakunda                     684Rauma               Raumo               1
PONOT2017040731380LETKU                         LETKU                                                 198808221FI1C2Kanta-Häme                    Egentliga Tavastland          834Tammela             Tammela             1
PONOT2017040734510LUODE                         LUODE                                                 198601011FI197Pirkanmaa                     Birkaland                     980Ylöjärvi            Ylöjärvi            1
PONOT2017040752980AHVENAINEN                    AHVENAINEN                                            198601011FI1D1Etelä-Savo                    Södra Savolax                 507Mäntyharju          Mäntyharju          1
PONOT2017040762720SISSALA                       SISSALA                                               199005011FI194Etelä-Pohjanmaa               Södra Österbotten             005Alajärvi            Alajärvi            1
PONOT2017040789110TÖRMÄNMÄKI                    TÖRMÄNMÄKI                                            198601011FI1D4Kainuu                        Kajanaland                    620Puolanka            Puolanka            1
PONOT2017040792180LAPALUOTO                     LAPALUOTO                                             198811011FI1D6Pohjois-Pohjanmaa             Norra Österbotten             678Raahe               Brahestad           1
PONOT2017040795840VENEJÄRVENKYLÄ                VENEJÄRVENKYLÄ                VENEJÄRVENKL            198601011FI1D7Lappi                         Lappland                      273Kolari              Kolari              1
PONOT2017040798850KUOSKU                        KUOSKU                                                198601011FI1D7Lappi                         Lappland                      742Savukoski           Savukoski           1
PONOT2017040704380TUUSULA                       TUUSULA                                               200202011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            858Tuusula             Tusby               1
PONOT2017040700081A-LEHDET                      A-LEHDET                                              199405253FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2017040711111RIIHIMÄKI                     RIIHIMÄKI                     RHM                     198811012FI1C2Kanta-Häme                    Egentliga Tavastland          694Riihimäki           Riihimäki           1
PONOT2017040716270VILLIKKALA                    VILLIKKALA                                            198601011FI1C3Päijät-Häme                   Päijänne-Tavastland           560Orimattila          Orimattila          1
PONOT2017040721930UUSIKARTANO                   UUSIKARTANO                                           198902011FI1C1Varsinais-Suomi               Egentliga Finland             636Pöytyä              Pöytyä              1
PONOT2017040727450HAROLA                        HAROLA                                                198601011FI196Satakunta                     Satakunda                     050Eura                Eura                1
PONOT2017040731641HUMPPILA                      HUMPPILA                                              199507032FI1C2Kanta-Häme                    Egentliga Tavastland          103Humppila            Humppila            1
PONOT2017040753900LAPPEENRANTA                  LAPPEENRANTA                  LPR                     198811011FI1C5Etelä-Karjala                 Södra Karelen                 405Lappeenranta        Villmanstrand       1
PONOT2017040759520SAARI KK                      SAARI KK                                              199011191FI1C5Etelä-Karjala                 Södra Karelen                 580Parikkala           Parikkala           1
PONOT2017040763101KUORTANE                      KUORTANE                                              199609202FI194Etelä-Pohjanmaa               Södra Österbotten             300Kuortane            Kuortane            1
PONOT2017040772310NIINIVESI                     NIINIVESI                                             198805011FI1D2Pohjois-Savo                  Norra Savolax                 921Vesanto             Vesanto             1
PONOT2017040777480SAVUNIEMI                     SAVUNIEMI                                             198806281FI1D1Etelä-Savo                    Södra Savolax                 171Joroinen            Jorois              1
PONOT2017040782220NIITTYLAHTI                   NIITTYLAHTI                                           198802011FI1D3Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2017040782501KITEE                         KITEE                                                 199604012FI1D3Pohjois-Karjala               Norra Karelen                 260Kitee               Kitee               1
PONOT2017040786550MIELUSKYLÄ                    MIELUSKYLÄ                                            198601011FI1D6Pohjois-Pohjanmaa             Norra Österbotten             071Haapavesi           Haapavesi           1
PONOT2017040792610VORNA                         VORNA                                                 198601011FI1D6Pohjois-Pohjanmaa             Norra Österbotten             791Siikalatva          Siikalatva          1
PONOT2017040705800HYVINKÄÄ                      HYVINKÄÄ                      HVNK                    199702071FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            106Hyvinkää            Hyvinge             1
PONOT2017040712600LÄYLIÄINEN                    LÄYLIÄINEN                                            199605061FI1C2Kanta-Häme                    Egentliga Tavastland          433Loppi               Loppi               1
PONOT2017040716790MANSKIVI                      MANSKIVI                                              198711011FI1C3Päijät-Häme                   Päijänne-Tavastland           098Hollola             Hollola             1
PONOT2017040717440VÄHIMAA                       VÄHIMAA                                               198803211FI1C3Päijät-Häme                   Päijänne-Tavastland           016Asikkala            Asikkala            1
PONOT2017040721230LEMU                          LEMU                                                  199610291FI1C1Varsinais-Suomi               Egentliga Finland             481Masku               Masku               1
PONOT2017040745911VOIKKAA                       VOIKKAA                                               200512162FI1C4Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2017040760280SEINÄJOKI                     SEINÄJOKI                     SJK                     198601011FI194Etelä-Pohjanmaa               Södra Österbotten             743Seinäjoki           Seinäjoki           1
PONOT2017040761180HAAPALUOMA                    HAAPALUOMA                                            198601011FI194Etelä-Pohjanmaa               Södra Österbotten             743Seinäjoki           Seinäjoki           1
PONOT2017040763450LÖYÄ                          LÖYÄ                                                  198601011FI194Etelä-Pohjanmaa               Södra Österbotten             300Kuortane            Kuortane            1
PONOT2017040766470JUKAJA                        JUKAJA                                                198909011FI195Pohjanmaa                     Österbotten                   399Laihia              Laihela             1
PONOT2017040778210VARKAUS                       VARKAUS                       VRK                     198811011FI1D2Pohjois-Savo                  Norra Savolax                 915Varkaus             Varkaus             1
PONOT2017040779190VALKEAMÄKI                    VALKEAMÄKI                                            198601011FI1D2Pohjois-Savo                  Norra Savolax                 420Leppävirta          Leppävirta          1
PONOT2017040782840PIRTTIAHO                     PIRTTIAHO                                             198601011FI1D3Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2017040786980VÄLIAHO                       VÄLIAHO                                               198601011FI1D6Pohjois-Pohjanmaa             Norra Österbotten             626Pyhäjärvi           Pyhäjärvi           1
PONOT2017040791210JAKKUKYLÄ                     JAKKUKYLÄ                                             199612311FI1D6Pohjois-Pohjanmaa             Norra Österbotten             564Oulu                Uleåborg            1
PONOT2017040701300VANTAA                        VANDA                                                 199704181FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            092Vantaa              Vanda               2
PONOT2017040703790VIHTIJÄRVI                    VIHTIJÄRVI                                            198804051FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            927Vihti               Vichtis             1
PONOT2017040713210HÄMEENLINNA                   HÄMEENLINNA                   HML                     198810011FI1C2Kanta-Häme                    Egentliga Tavastland          109Hämeenlinna         Tavastehus          1
PONOT2017040725560KOSKI AS                      KOSKI AS                                              200512161FI1C1Varsinais-Suomi               Egentliga Finland             734Salo                Salo                1
PONOT2017040738720VIHTELJÄRVI                   VIHTELJÄRVI                                           199610301FI196Satakunta                     Satakunda                     214Kankaanpää          Kankaanpää          1
PONOT2017040741900PETÄJÄVESI                    PETÄJÄVESI                                            198811011FI193Keski-Suomi                   Mellersta Finland             592Petäjävesi          Petäjävesi          1
PONOT2017040742600MULTIA                        MULTIA                                                198811011FI193Keski-Suomi                   Mellersta Finland             495Multia              Multia              1
PONOT2017040746900INKEROINEN                    INKEROINEN                                            200907011FI1C4Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2017040751880KOIKKALA                      KOIKKALA                                              198601011FI1D1Etelä-Savo                    Södra Savolax                 178Juva                Juva                1
PONOT2017040752360SOMEENJÄRVI                   SOMEENJÄRVI                                           198601011FI1D1Etelä-Savo                    Södra Savolax                 491Mikkeli             St Michel           1
PONOT2017040758300SAVONRANTA                    SAVONRANTA                                            199705141FI1D1Etelä-Savo                    Södra Savolax                 740Savonlinna          Nyslott             1
PONOT2017040766710KAITSOR                       KAITSOR                                               198610011FI195Pohjanmaa                     Österbotten                   946Vöyri               Vörå                2
PONOT2017040770870HILTULANLAHTI                 HILTULANLAHTI                 HILTULANLH              198601011FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2017040775501NURMES                        NURMES                                                199511012FI1D3Pohjois-Karjala               Norra Karelen                 541Nurmes              Nurmes              1
PONOT2017040701530VANTAA                        VANDA                                                 198811011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            092Vantaa              Vanda               2
PONOT2017040701680VANTAA                        VANDA                                                 198811011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            092Vantaa              Vanda               2
PONOT2017040704301TUUSULA                       TUUSULA                                               200512162FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            858Tuusula             Tusby               1
PONOT2017040710470FISKARI                       FISKARS                                               198810011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            710Raasepori           Raseborg            2
PONOT2017040729320LEINEPERI                     LEINEPERI                                             199606241FI196Satakunta                     Satakunda                     886Ulvila              Ulvsby              1
PONOT2017040733251TAMPERE                       TAMPERE                                               199508022FI197Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2017040737470VESILAHTI                     VESILAHTI                                             198811011FI197Pirkanmaa                     Birkaland                     922Vesilahti           Vesilahti           1
PONOT2017040747490MANKALA                       MANKALA                                               198811011FI1C4Kymenlaakso                   Kymmenedalen                  142Iitti               Iitti               1
PONOT2017040751460LUUSNIEMI                     LUUSNIEMI                                             198601011FI1D1Etelä-Savo                    Södra Savolax                 213Kangasniemi         Kangasniemi         1
PONOT2017040766999VAASA                         VASA                          VSA         VSA         198601011FI195Pohjanmaa                     Österbotten                   905Vaasa               Vasa                2
PONOT2017040771460PAUKARLAHTI                   PAUKARLAHTI                                           198601011FI1D2Pohjois-Savo                  Norra Savolax                 420Leppävirta          Leppävirta          1
PONOT2017040771760AHKIONLAHTI                   AHKIONLAHTI                                           198907011FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2017040775990HÖLJÄKKÄ                      HÖLJÄKKÄ                                              198809011FI1D3Pohjois-Karjala               Norra Karelen                 541Nurmes              Nurmes              1
PONOT2017040794900KEMI                          KEMI                          KM                      198601011FI1D7Lappi                         Lappland                      240Kemi                Kemi                1
PONOT2017040797840LEHTINIEMI                    LEHTINIEMI                                            198601011FI1D7Lappi                         Lappland                      614Posio               Posio               1
PONOT2017040770401KUOPIO                        KUOPIO                                                199905062FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2017040704601MÄNTSÄLÄ                      MÄNTSÄLÄ                                              199702032FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            505Mäntsälä            Mäntsälä            1
PONOT2017040729860OTAMO                         OTAMO                                                 198601011FI196Satakunta                     Satakunda                     747Siikainen           Siikainen           1
PONOT2017040737800AKAA                          AKAA                                                  201212281FI197Pirkanmaa                     Birkaland                     020Akaa                Akaa                1
PONOT2017040741231UURAINEN                      UURAINEN                                              199512202FI193Keski-Suomi                   Mellersta Finland             892Uurainen            Uurainen            1
PONOT2017040757710SAVONLINNA                    SAVONLINNA                    SLN                     199803091FI1D1Etelä-Savo                    Södra Savolax                 740Savonlinna          Nyslott             1
PONOT2017040764701TEUVA                         TEUVA                                                 199701302FI194Etelä-Pohjanmaa               Södra Österbotten             846Teuva               Östermark           1
PONOT2017040765170VAASA                         VASA                          VSA         VSA         199005011FI195Pohjanmaa                     Österbotten                   905Vaasa               Vasa                2
PONOT2017040785150TYPPÖ                         TYPPÖ                                                 198601011FI1D6Pohjois-Pohjanmaa             Norra Österbotten             208Kalajoki            Kalajoki            1
PONOT2017040789540MOISIOVAARA                   MOISIOVAARA                                           199611291FI1D4Kainuu                        Kajanaland                    105Hyrynsalmi          Hyrynsalmi          1
PONOT2017040795300TERVOLA                       TERVOLA                                               198811011FI1D7Lappi                         Lappland                      845Tervola             Tervola             1
PONOT2017040732770HUHTAMO                       HUHTAMO                                               198902011FI196Satakunta                     Satakunda                     102Huittinen           Huittinen           1
PONOT2017040741860TIKKALA                       TIKKALA                                               200906221FI193Keski-Suomi                   Mellersta Finland             179Jyväskylä           Jyväskylä           1
PONOT2017040742440KOSKENPÄÄ                     KOSKENPÄÄ                                             199606031FI193Keski-Suomi                   Mellersta Finland             182Jämsä               Jämsä               1
PONOT2017040746810UMMELJOKI                     UMMELJOKI                                             200907011FI1C4Kymenlaakso                   Kymmenedalen                  286Kouvola             Kouvola             1
PONOT2017040751820HATSOLA                       HATSOLA                                               198601011FI1D1Etelä-Savo                    Södra Savolax                 178Juva                Juva                1
PONOT2017040752320VITSIÄLÄ                      VITSIÄLÄ                                              198601011FI1D1Etelä-Savo                    Södra Savolax                 491Mikkeli             St Michel           1
PONOT2017040758201KERIMÄKI                      KERIMÄKI                                              199602292FI1D1Etelä-Savo                    Södra Savolax                 740Savonlinna          Nyslott             1
PONOT2017040770800KUOPIO                        KUOPIO                        KUO                     198811011FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2017040797370UNARIN-LUUSUA                 UNARIN-LUUSUA                                         198811011FI1D7Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2017040799800IVALO                         IVALO                                                 198601011FI1D7Lappi                         Lappland                      148Inari               Enare               1
PONOT2017040701510VANTAA                        VANDA                                                 198811011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            092Vantaa              Vanda               2
PONOT2017040701661VANTAA                        VANDA                                                 198811012FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            092Vantaa              Vanda               2
PONOT2017040704260KERAVA                        KERAVA                                                198811011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            245Kerava              Kervo               1
PONOT2017040724280SALO                          SALO                                                  198910011FI1C1Varsinais-Suomi               Egentliga Finland             734Salo                Salo                1
PONOT2017040729270HORMISTO                      HORMISTO                                              198601011FI196Satakunta                     Satakunda                     531Nakkila             Nakkila             1
PONOT2017040733231TAMPERE                       TAMPERE                                               199611212FI197Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2017040743100SAARIJÄRVI                    SAARIJÄRVI                                            198811011FI193Keski-Suomi                   Mellersta Finland             729Saarijärvi          Saarijärvi          1
PONOT2017040747440SÄÄSKJÄRVI                    SÄÄSKJÄRVI                                            200309101FI1C4Kymenlaakso                   Kymmenedalen                  142Iitti               Iitti               1
PONOT2017040766950MUNSALA                       MUNSALA                                               199606101FI195Pohjanmaa                     Österbotten                   893Uusikaarlepyy       Nykarleby           2
PONOT2017040771330RÄSÄLÄ                        RÄSÄLÄ                                                199601011FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2017040794800KEMI                          KEMI                          KM                      199601051FI1D7Lappi                         Lappland                      240Kemi                Kemi                1
PONOT2017040797650JUOTAS                        JUOTAS                                                198601011FI1D7Lappi                         Lappland                      698Rovaniemi           Rovaniemi           1
PONOT2017040797810SUORSA                        SUORSA                                                198601011FI1D7Lappi                         Lappland                      614Posio               Posio               1
PONOT2017040799990NUORGAM                       NUORGAM                                               198601011FI1D7Lappi                         Lappland                      890Utsjoki             Utsjoki             1
PONOT2017040715111LAHTI                         LAHTI                                                 199001012FI1C3Päijät-Häme                   Päijänne-Tavastland           398Lahti               Lahtis              1
PONOT2017040725370PERTTELI                      PERTTELI                                              198601011FI1C1Varsinais-Suomi               Egentliga Finland             734Salo                Salo                1
PONOT2017040729811SIIKAINEN                     SIIKAINEN                                             199702102FI196Satakunta                     Satakunda                     747Siikainen           Siikainen           1
PONOT2017040733470YLÖJÄRVI                      YLÖJÄRVI                                              198805061FI197Pirkanmaa                     Birkaland                     980Ylöjärvi            Ylöjärvi            1
PONOT2017040737370VESILAHTI                     VESILAHTI                                             201608021FI197Pirkanmaa                     Birkaland                     922Vesilahti           Vesilahti           1
PONOT2017040737740HAUKILA                       HAUKILA                                               198601011FI197Pirkanmaa                     Birkaland                     908Valkeakoski         Valkeakoski         1
PONOT2017040741210JOKIHAARA                     JOKIHAARA                                             199005011FI193Keski-Suomi                   Mellersta Finland             892Uurainen            Uurainen            1
PONOT2017040757510SAVONLINNA                    SAVONLINNA                    SLN                     198811011FI1D1Etelä-Savo                    Södra Savolax                 740Savonlinna          Nyslott             1
PONOT2017040761950JUONIKYLÄ                     JUONIKYLÄ                                             198601011FI194Etelä-Pohjanmaa               Södra Österbotten             232Kauhajoki           Kauhajoki           1
PONOT2017040764610YLIMARKKU                     ÖVERMARK                                              199601171FI195Pohjanmaa                     Österbotten                   545Närpiö              Närpes              4
PONOT2017040774630HEINÄKYLÄ                     HEINÄKYLÄ                                             199810011FI1D2Pohjois-Savo                  Norra Savolax                 263Kiuruvesi           Kiuruvesi           1
PONOT2017040798101KEMIJÄRVI                     KEMIJÄRVI                                             199509292FI1D7Lappi                         Lappland                      320Kemijärvi           Kemijärvi           1
PONOT2017040708480LOHJA                         LOJO                                                  200609291FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            444Lohja               Lojo                2
PONOT2017040715500LAHTI                         LAHTI                         LH                      198811011FI1C3Päijät-Häme                   Päijänne-Tavastland           398Lahti               Lahtis              1
PONOT2017040720100TURKU                         ÅBO                           TKU                     199709251FI1C1Varsinais-Suomi               Egentliga Finland             853Turku               Åbo                 2
PONOT2017040722930FISKÖ                         FISKÖ                                                 198609261FI200Ahvenanmaa                    Åland                         035Brändö              Brändö              4
PONOT2017040733711TAMPERE                       TAMPERE                                               199508032FI197Pirkanmaa                     Birkaland                     837Tampere             Tammerfors          1
PONOT2017040749401HAMINA                        HAMINA                                                200512162FI1C4Kymenlaakso                   Kymmenedalen                  075Hamina              Fredrikshamn        1
PONOT2017040762240HUHMARKOSKI                   HUHMARKOSKI                                           198807011FI194Etelä-Pohjanmaa               Södra Österbotten             233Kauhava             Kauhava             1
PONOT2017040765410SUNDOM                        SUNDOM                                                199611011FI195Pohjanmaa                     Österbotten                   905Vaasa               Vasa                2
PONOT2017040781290UKKOLA                        UKKOLA                                                198601011FI1D3Pohjois-Karjala               Norra Karelen                 167Joensuu             Joensuu             1
PONOT2017040785540NIVALA                        NIVALA                                                200111051FI1D6Pohjois-Pohjanmaa             Norra Österbotten             535Nivala              Nivala              1
PONOT2017040700033MTV                           MTV                                                   201311053FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2017040700800HELSINKI                      HELSINGFORS                   HKI         HFORS       199706011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2017040702380ESPOO                         ESBO                                                  198601011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            049Espoo               Esbo                2
PONOT2017040707230MONNINKYLÄ                    MONNINKYLÄ                                            199611131FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            018Askola              Askola              1
PONOT2017040721720KORPOSTRÖM                    KORPOSTRÖM                                            198610011FI1C1Varsinais-Suomi               Egentliga Finland             445Parainen            Pargas              2
PONOT2017040722150JOMALA                        JOMALA                                                198609261FI200Ahvenanmaa                    Åland                         170Jomala              Jomala              4
PONOT2017040727130EURAJOKI                      EURAJOKI                                              198601011FI196Satakunta                     Satakunda                     051Eurajoki            Euraåminne          1
PONOT2017040731460HIRSJÄRVI                     HIRSJÄRVI                                             198601011FI1C1Varsinais-Suomi               Egentliga Finland             761Somero              Somero              1
PONOT2017040734640MUSTAJÄRVI                    MUSTAJÄRVI                                            198601011FI197Pirkanmaa                     Birkaland                     702Ruovesi             Ruovesi             1
PONOT2017040773350HALUNA                        HALUNA                                                198901011FI1D2Pohjois-Savo                  Norra Savolax                 297Kuopio              Kuopio              1
PONOT2017040792260KOPSA                         KOPSA                                                 198601011FI1D6Pohjois-Pohjanmaa             Norra Österbotten             678Raahe               Brahestad           1
PONOT2017040792810PELSONSUO                     PELSONSUO                                             199612121FI1D4Kainuu                        Kajanaland                    785Vaala               Vaala               1
PONOT2017040795920SAARIPUDAS                    SAARIPUDAS                                            198601011FI1D7Lappi                         Lappland                      273Kolari              Kolari              1
PONOT2017040798960NARUSKA                       NARUSKA                                               198601011FI1D7Lappi                         Lappland                      732Salla               Salla               1
PONOT2017040700102EDUSKUNTA                     RIKSDAGEN                                             198810011FI1B1Helsinki-Uusimaa              Helsingfors-Nyland            091Helsinki            Helsingfors         2
PONOT2017040721101NAANTALI                      NAANTALI                                              199511012FI1C1Varsinais-Suomi               Egentliga Finland             529Naantali            Nådendal            1
PONOT2017040731720URJALANKYLÄ                   URJALANKYLÄ                                           199801021FI197Pirkanmaa                     Birkaland                     887Urjala              Urjala              1
PONOT2017040732140YPÄJÄ AS                      YPÄJÄ AS                                              200512161FI1C2Kanta-Häme                    Egentliga Tavastland          981Ypäjä               Ypäjä               1
PONOT2017040735301ORIVESI                       ORIVESI                                               198811012FI197Pirkanmaa                     Birkaland                     562Orivesi             Orivesi             1
PONOT2017040754120PULP                          PULP                                                  198601011FI1C5Etelä-Karjala                 Södra Karelen                 405Lappeenranta        Villmanstrand       1
PONOT2017040759730UUKUNIEMI                     UUKUNIEMI                                             199701021FI1C5Etelä-Karjala                 Södra Karelen                 580Parikkala           Parikkala           1
